ARG	feature	score_RF	score_Odds
K19077	K06994	3.117607884607944e-05	-0.2021364813390733
K19077	K06995	8.460691195553725e-16	-0.2429053786602328
K19077	K06996	7.53584687871427e-05	-0.708763157913934
K19077	K06999	4.0254244240150577e-05	-0.7528349200655131
K19077	K07000	2.57630600451504e-16	-0.1204953176133823
K19077	K07002	4.2107869588233083e-16	-0.2471938094151489
K19077	K07004	2.2303808114011585e-08	-0.2690860643255923
K19077	K07009	6.82608904444729e-05	-0.1597569106673013
K19077	K07010	0.0002997232787627	-0.0116202623584546
K19077	K07017	6.331571425098381e-16	-0.0650462151767026
K19077	K07019	1.4347831736205542e-16	-0.1552208282599487
K19077	K07020	5.377105292975034e-16	-0.2412138036765769
K19077	K07028	3.2751201394896083e-16	-0.1132066190918158
K19077	K07030	0.0013119046003185	0.9723905415912002
K19077	K07037	0.0001703338197719	-0.221579346602621
K19077	K07038	0.000159955710781	-0.5853944966090057
K19077	K07054	7.070549974560701e-16	-0.6567161432802521
K19077	K07068	2.7978372049286496e-16	-0.1864429426934658
K19077	K07071	0.0001256422512213	-0.7855542871063874
K19077	K07077	6.375240271455765e-16	-0.0777158204325219
K19077	K07080	0.0067585763233232	0.9139757443850404
K19077	K07091	0.0005263662035412	-0.8647053878715092
K19077	K07095	2.738735579262236e-07	0.6554085237271822
K19077	K07096	0.0079899781252404	0.6280125127013421
K19077	K07101	4.1557138139214856e-16	-0.0916348038993255
K19077	K07104	2.2910969115947816e-16	-0.2633137830239482
K19077	K07106	0.0001095786308527	-0.5612856172976564
K19077	K07114	0.0003492909132004	-0.8274588691319313
K19077	K07115	3.4629375775807606e-16	-0.3840359511438787
K19077	K07116	6.046486810100622e-16	-0.0668653789355145
K19077	K07124	0.0009399835417014	-0.0107820395630851
K19077	K07127	4.743010230385386e-16	-0.4629433675945719
K19077	K07137	0.0005011952778549	0.8693671565620118
K19077	K07139	0.0030824571055081	1.1444318816265184
K19077	K07146	5.699956873559684e-16	-0.7652651892203841
K19077	K07152	0.0002830628198516	-0.8414698059623986
K19077	K07160	0.0012814780127296	0.0055632880416384
K19077	K07161	3.707046051444072e-16	-0.144271166345787
K19077	K07173	0.0064330050832095	1.1702072263846357
K19077	K07175	5.900925565514983e-05	-0.6467245486312294
K19077	K07177	5.8357389780800346e-05	-0.2294688325918808
K19077	K07183	3.93524725960477e-16	-0.1315027427546259
K19077	K07215	3.268760570137808e-16	-0.090253333568935
K19077	K07220	0.0001741686693207	-0.6429905164420766
K19077	K07221	2.825332925999017e-16	-0.2426406219109435
K19077	K07224	2.9412476647305053e-16	-0.0816000545402293
K19077	K07229	3.5547482768475113e-16	-0.4033988508616315
K19077	K07258	4.788703159425979e-05	0.465461581412059
K19077	K07259	5.872427616687943e-16	-0.7521159111640846
K19077	K07263	0.0121036430127805	-1.2414531049840274
K19077	K07274	2.8789550182406204e-16	-0.248494117430931
K19077	K07278	3.467983292633608e-16	-0.4298162066293617
K19077	K07303	6.168380342017119e-16	-0.3515551612552601
K19077	K07305	0.0107700239553306	-1.222347056159904
K19077	K07315	0.0001868521573377	-0.6186231966244077
K19077	K07335	0.0003405856969321	0.7090211169611814
K19077	K07386	5.587482079724912e-16	-0.4335626548904145
K19077	K07397	0.0001739499113414	-0.7788444580039304
K19077	K07403	5.34952130199698e-16	-0.1948293209157327
K19077	K07507	0.0033195943722971	-0.7346686747350694
K19077	K07516	4.1070921016596526e-16	-0.5145904107003232
K19077	K07552	0.0003515247980854	-0.913473757105878
K19077	K07574	0.000107035032555	0.8239161123000835
K19077	K07588	2.598878712098305e-05	-0.5649887162161915
K19077	K07636	0.0033563318060839	-0.8328101323089092
K19077	K07637	4.838323364541179e-16	-0.2223893161578458
K19077	K07642	9.527831105319052e-07	-0.063127323925948
K19077	K07646	0.0008926097249693	-0.5086561105462347
K19077	K07689	5.276747844524668e-16	-0.1903466424355327
K19077	K07708	4.448535744107832e-16	-0.4112028507170869
K19077	K07735	0.0004543824511389	-0.902078868195864
K19077	K07742	0.0001368889535854	0.8187885563485868
K19077	K07755	7.105235712184566e-16	-0.118761543203368
K19077	K07816	0.0102775021931176	1.2224699643751764
K19077	K07979	9.470365548579148e-05	0.7859365192811104
K19077	K08151	5.441456730094394e-16	-0.2264098777566422
K19077	K08172	3.5661158761700873e-16	-0.1398487901668116
K19077	K08191	2.5833549124833723e-16	-0.0976641684603315
K19077	K08225	3.31185007186218e-16	-0.0784411271835275
K19077	K08264	2.876654256859279e-16	-0.3177587666157003
K19077	K08296	0.0017830801663599	-1.0129092072406125
K19077	K08300	4.854174568278288e-05	-0.792215223086615
K19077	K08303	3.200921787206615e-07	0.7320047650696773
K19077	K08305	2.609492589776183e-05	-0.4884335923766272
K19077	K08307	3.862608561672022e-05	-0.5349496252294277
K19077	K08311	2.706151255124967e-06	-0.4994680179046242
K19077	K08482	6.365394705667099e-16	-0.0096797716915971
K19077	K08484	4.729693905261217e-16	-0.2307617910809825
K19077	K08682	7.494102614697966e-16	-0.0969152894953984
K19077	K08683	4.732393627256014e-16	-0.4891344356505507
K19077	K08738	2.870339187570026e-16	-0.3570665557947352
K19077	K08963	0.000293962159737	-0.4910381930018094
K19077	K08968	0.0004210673379982	-0.6288535382927765
K19077	K08972	0.0003491061857723	-0.6513397824850653
K19077	K08973	3.8889446656715697e-16	-0.5719336444055936
K19077	K08982	1.3828991219556954e-06	-0.0512336689362595
K19077	K08989	2.1800272979742687e-16	-0.2737230172448057
K19077	K08994	1.335633496883062e-16	-0.2069045564924147
K19077	K08997	2.6388849482057927e-05	-0.6795531559183954
K19077	K08999	1.789485618849242e-05	-0.4789176719834504
K19077	K09001	1.4673272507557502e-16	-0.7507122506043153
K19077	K09005	3.2447401928870433e-16	-0.5030706997462241
K19077	K09007	7.489716987843401e-16	-0.1040867698882122
K19077	K09008	2.619240290364453e-16	-0.1218158453856517
K19077	K09117	7.356514234482472e-05	0.2508031584126545
K19077	K09118	4.939312978127918e-07	-0.1895546516321118
K19077	K09131	6.241929942046911e-16	-0.4371107578447052
K19077	K09158	5.018142899787876e-16	-0.3422878868785353
K19077	K09159	3.1812676089131623e-16	-0.4275131106987228
K19077	K09181	3.6728211035505036e-16	-0.1570029571028041
K19077	K09386	1.4492195234883388e-16	-0.1541808524032062
K19077	K09461	6.518190371966785e-16	-0.1450687978279398
K19077	K09471	2.25777408444568e-16	-0.4816172814305127
K19077	K09472	4.3306127334233374e-16	-0.0729398403401321
K19077	K09684	3.971470584254144e-05	-0.1647707616016953
K19077	K09762	0.0008186493713953	0.9275373897858324
K19077	K09764	3.876234985856862e-05	-0.1813297587984461
K19077	K09765	0.0196271137722445	1.306876248404732
K19077	K09767	0.0001232417109373	-0.7438740509393924
K19077	K09769	0.0002133069193143	-0.3600493130452588
K19077	K09772	0.0011216181297962	0.908285062223314
K19077	K09791	6.529649352631895e-05	-0.7296119882228571
K19077	K09794	3.5035310319717007e-16	-0.3922407827124596
K19077	K09796	5.3842280230554615e-16	-0.5919449138143247
K19077	K09798	5.43716811826124e-16	-0.2198884303262602
K19077	K09800	0.0001005972729534	-0.7552701000764954
K19077	K09801	1.2704965608869966e-07	-0.1606604635906947
K19077	K09803	0.0046372612768165	0.2204480984990862
K19077	K09806	3.3124769992387594e-16	-0.3993215361977092
K19077	K09812	9.539169725513349e-06	0.1427288516661549
K19077	K09823	5.886725576009841e-16	-0.3316319938566119
K19077	K09858	3.655348900706925e-05	-0.5791867819810643
K19077	K09862	4.589872543128637e-16	-0.4344215669333228
K19077	K09889	1.3893697849463939e-16	-0.1696036790261205
K19077	K09921	1.935785657468437e-16	-0.2273086194828005
K19077	K09928	4.348850411300353e-16	-0.360272662003306
K19077	K09937	3.516540940439598e-16	-0.1334415546298069
K19077	K09959	4.240650433068096e-16	-0.3585381383455108
K19077	K09970	4.9364588141242695e-16	-0.1437510317937884
K19077	K09971	7.441743240423034e-17	-0.1392840629565371
K19077	K09972	1.8419639741620096e-16	-0.0877710091701426
K19077	K09973	7.680504666414093e-07	-0.3222480771273674
K19077	K09981	2.006887445019871e-16	-0.1298346240943525
K19077	K09983	4.19189423707419e-16	-0.0977034007682157
K19077	K09986	5.513558169316449e-16	-0.1248680961048907
K19077	K10125	3.118282512428458e-16	-0.1294535565490644
K19077	K10206	0.020356792398746	1.3046751586802456
K19077	K10227	1.821972006699677e-16	-0.0848487249604244
K19077	K10228	4.780636289978108e-16	-0.0799719528409071
K19077	K10229	2.1859895060692802e-16	-0.0774587579138055
K19077	K10439	0.0012904974503218	0.7046256318871613
K19077	K10548	0.0002348883886324	-0.1849766033701969
K19077	K10679	9.739139686598257e-16	-0.1435145392290219
K19077	K10747	6.832800676363479e-16	-0.4632037421027921
K19077	K10764	6.407982046046282e-16	-0.4642336743051758
K19077	K10778	6.31655968675263e-16	-0.4223304519415336
K19077	K10804	0.0001435663900844	-0.8117444070573028
K19077	K10806	1.4101936716436838e-05	-0.7320754548594943
K19077	K10829	1.8247179673776412e-16	-0.1566016033265863
K19077	K10947	1.888214606721749e-05	0.5342995904051219
K19077	K11065	0.0001123670429742	-0.5318369504359074
K19077	K11070	0.000255158252783	0.7092306242736827
K19077	K11071	0.0006496429937155	0.0149089513600232
K19077	K11073	2.882222682836071e-16	-0.0975716157518357
K19077	K11074	3.1283828597011953e-16	-0.0917105366950514
K19077	K11075	4.1080883612649744e-16	-0.0879239771145504
K19077	K11085	7.933673555102294e-05	-0.5945419559011944
K19077	K11103	4.085500930089726e-16	-0.4993502478149527
K19077	K11209	6.148805775158528e-16	-0.4271669071305644
K19077	K11263	4.604802382944971e-16	-0.0757524908081042
K19077	K11354	5.356001794659025e-16	-0.0785606573356715
K19077	K11472	2.790422702998217e-16	-0.2724001238705379
K19077	K11473	2.8011830057763447e-06	-0.4547408942460667
K19077	K11689	5.3988614889609416e-05	-0.0810715241038124
K19077	K11720	0.000348210945437	-0.834113198562749
K19077	K11892	1.2949196223839417e-17	-0.177863490187444
K19077	K11893	5.410980795956234e-16	-0.1672460445116175
K19077	K11895	4.647619135431093e-16	-0.160196312861222
K19077	K11903	1.455527806182728e-16	-0.1569004693306032
K19077	K11939	1.7500765215429863e-16	-0.2917504022755947
K19077	K11941	4.079320183185871e-05	-0.0319565247801559
K19077	K11962	4.073653897085296e-16	-0.3257748398947617
K19077	K12132	2.306653120671524e-05	0.6144418957292497
K19077	K12262	3.660886748704736e-16	-0.4381541011382765
K19077	K12339	9.514669771331925e-16	-0.2477566338165997
K19077	K12340	0.0001005914374204	-0.7809203042059132
K19077	K12506	5.71141589370502e-16	-0.1130391816887527
K19077	K12510	0.0062154076248399	0.7701786655166549
K19077	K12541	4.129023701056841e-16	-0.1497653024972545
K19077	K12542	5.046224056665305e-16	-0.1659630972222061
K19077	K12658	1.8868681161101314e-16	-0.0782147868637574
K19077	K13013	0.0004711593930718	-0.086553090306609
K19077	K13015	3.729155132142769e-07	-0.0663740303355043
K19077	K13018	7.005935226038624e-07	-0.0359266680007891
K19077	K13020	0.0001180582826316	-0.0716100266255777
K19077	K13051	4.887565534634591e-16	-0.1629202543037241
K19077	K13282	3.2125544720756837e-16	-0.0838446857373844
K19077	K13481	6.272932328644997e-16	-0.1875860889564878
K19077	K13485	4.1124663346388157e-16	-0.1339007558437864
K19077	K13529	5.8135505937388785e-16	-0.1826180607847741
K19077	K13590	4.21471565550453e-16	-0.1234680397552078
K19077	K13598	2.7761693290290176e-16	-0.5469734460110198
K19077	K13628	2.82611230341549e-16	-0.6708629795064512
K19077	K13640	2.77456077198784e-16	-0.139025954708001
K19077	K13653	0.0027263746427036	0.0924917864548902
K19077	K13693	5.133990893906581e-16	-0.0893629562903419
K19077	K13788	1.6948556250602032e-16	-0.3294792366888703
K19077	K13789	9.9357352267029e-05	-0.1158007069732689
K19077	K13821	8.299505977492994e-16	-0.6086096001586007
K19077	K13895	2.8066929845899963e-16	-0.1942020278031287
K19077	K13985	6.639126902207972e-16	-0.59250132432743
K19077	K14058	0.0008025368171236	0.8080159153365711
K19077	K14261	3.55261849891536e-16	-0.207056735956918
K19077	K14267	4.807859807228754e-16	-0.4008961483066214
K19077	K14274	1.0384563446867707e-16	-0.1199530762574755
K19077	K14287	1.941763371842597e-16	-0.1587934335619119
K19077	K14347	6.98260329405756e-16	-0.3090769587612924
K19077	K14393	3.087464922776456e-05	-0.7143150729284031
K19077	K14540	0.0016571341566407	1.0637361030983694
K19077	K14645	1.579416168177729e-06	-0.1110299897683978
K19077	K14696	5.641678527701329e-16	-0.1837828026915764
K19077	K14761	9.053736730326204e-05	0.8344809123149676
K19077	K14998	2.1648538067623192e-16	-0.6155462770542739
K19077	K15011	7.163436042538087e-16	-0.2408784211761027
K19077	K15270	0.0002523817670373	-0.5042691204986032
K19077	K15371	1.359585276796515e-16	-0.4485614969144521
K19077	K15460	3.577541172904446e-16	0.6854683200917396
K19077	K15523	1.6721638758025625e-07	-0.1632013665551634
K19077	K15532	0.0001264401952933	-0.0746068740160195
K19077	K15539	0.0008461845167385	-0.8216302519979147
K19077	K15576	4.55347496630709e-16	-0.1986637715003532
K19077	K15578	2.26512008742293e-16	-0.0852571501125236
K19077	K15633	3.576747744577722e-05	0.5783669403340913
K19077	K15736	3.2785833294099156e-16	-0.0870677342147134
K19077	K15778	1.7482433981917671e-06	-0.335373487257009
K19077	K15866	8.602689665130967e-07	-0.5245778191506005
K19077	K15921	0.00799802096626	0.6376709527287711
K19077	K15923	0.0001798144953471	-0.1572526233720219
K19077	K15975	5.065197735990591e-16	-0.0857608646800897
K19077	K15984	1.3342728485949477e-05	-0.1612800456437901
K19077	K15986	0.0050964668485663	1.1761588508976764
K19077	K15987	0.0003287987205755	-0.6554804408434373
K19077	K16053	2.33551964078388e-07	-0.111859453431125
K19077	K16092	3.6622406671457046e-16	-0.3107757024326493
K19077	K16165	4.558336389084463e-16	-0.0979932464496348
K19077	K16167	6.51222329979192e-16	-0.0697727027571335
K19077	K16211	7.863792405089594e-06	-0.1285796447866088
K19077	K16301	5.494482165148452e-16	-0.132606877440537
K19077	K16554	5.107193169409297e-16	-0.1101689031683558
K19077	K16692	2.434027108261406e-16	-0.165185965780688
K19077	K16703	5.0233982447005175e-16	-0.0487960804681095
K19077	K16842	4.2477318989112597e-16	-0.3110232304134099
K19077	K16843	4.761064693379392e-05	-0.6001221794825563
K19077	K16870	4.516465401780756e-16	-0.2992952483411317
K19077	K17230	3.1583681835349e-16	-0.0987629914501456
K19077	K17315	4.2098046677325987e-16	-0.0729413869965943
K19077	K17713	3.640653968745392e-16	-0.395118854966252
K19077	K17723	7.405218716490559e-06	-0.049921191575697
K19077	K17758	4.010298618350818e-05	0.7188303356108556
K19077	K18118	4.780702040344999e-16	-0.083517175598796
K19077	K18139	4.230063197056727e-16	-0.4043345412504828
K19077	K18218	0.0061123328064014	0.6217460569855977
K19077	K18290	4.237116418417273e-16	-0.1208110208906698
K19077	K18297	3.471642894899412e-16	-0.066026679492746
K19077	K18336	6.231248982054827e-16	-0.3795665962776366
K19077	K18353	3.3275931583252035e-16	-0.1809808856374146
K19077	K18476	3.1813395311711976e-16	-0.1945538870640667
K19077	K18672	0.0005976166443558	0.9026755740409864
K19077	K18676	9.549825267090876e-06	-0.3347717319219219
K19077	K18682	5.340050989059701e-05	0.796139446304521
K19077	K18702	1.4928213245131334e-06	-0.157273464414566
K19077	K18707	9.612352846877284e-05	0.6786376852079129
K19077	K18850	2.218484708133664e-16	-0.1209373618894203
K19077	K18893	3.273668364925868e-16	-0.132057593084871
K19077	K18926	2.034446267815286e-05	-0.1477071352659049
K19077	K18928	2.139972893798227e-16	-0.4781875556082806
K19077	K18981	5.33522037967837e-16	-0.0766765678390671
K19077	K19222	4.2255190849366397e-16	-0.6505722535514216
K19077	K19267	7.540181858525995e-05	-0.727212787859143
K19077	K19342	3.9426635065782333e-16	-0.0435733619357952
K19077	K19591	3.5506808150568557e-16	-0.2474573931421759
K19077	K19776	3.853894716282832e-16	-0.05729940727625
K19077	K19804	2.475443644871406e-06	-0.1172259715143773
K19077	K20469	2.491790546633783e-16	-0.0919383033311756
K19077	K20509	0.014399817014206	1.2596003237759965
K19077	K20938	3.641842839091904e-16	-0.0858050156146123
K19077	K20974	4.465594935761599e-07	-0.3604138657309164
K19077	K21064	2.7493975479026737e-05	0.7749269033811828
K19077	K21147	7.47513132728399e-17	-0.1763573062333882
K19077	K21159	5.617728703900412e-16	-0.0798207219980062
K19077	K21401	6.179408620969653e-16	-0.1629880317688583
K19077	K21481	4.800571806992578e-16	-0.1227022184254061
K19077	K21600	0.0007678672468299	0.896441838334224
K19077	K21636	0.0020033507150823	1.0387283314550446
K19077	K21834	5.209480171194925e-16	-0.2370700587817121
K19077	K21903	0.010819597020307	1.24637548034081
K19077	K21993	7.708949013773581e-05	-0.0320369556519746
K19077	K22024	1.3389264288741354e-05	-0.1935526015453203
K19077	K22041	2.1670454655946754e-16	-0.076971719245355
K19077	K22044	0.0002304778357612	-0.5616471039274569
K19077	K22132	0.0002792026954495	0.7690811307660678
K19077	K22187	5.9044618880323515e-16	-0.1639234981856665
K19077	K22205	2.156549231073209e-16	-0.1907983765921709
K19077	K22210	0.0076905097050114	0.6063554676634821
K19077	K22476	3.068002715287648e-07	-0.1445923737215837
K19077	K22934	4.185705218819636e-16	-0.2243154625702356
K19077	K23124	0.0026422939138841	0.3924020782919105
K19077	K23264	4.160183563700143e-05	-0.6717238538737673
K19077	K23269	6.869103057810324e-05	-0.6785425422057887
K19077	K23393	4.812429868680798e-05	-0.1573159852059657
K19077	K23509	0.0089932482427064	0.6170585348562305
K19077	K23536	0.0008439578313401	0.0169968208638631
K19077	K23537	0.0008096353841622	0.0240550281147652
K19077	K23886	5.41050739608792e-16	-0.0426942203551598
K19077	K23997	4.67114346450206e-06	0.1346662001008028
K19077	K24012	7.274080116011684e-16	-0.2532318658277221
K19077	K24160	4.853820277384777e-16	-0.1385545465826704
K19077	K24206	3.681406176796224e-16	-0.0673233095452169
K19077	biofilm	7.657043346423599e-16	-0.0802678445505225
K19077	glacier	0.0249876751518292	1.2754637435866814
K19077	groundwater	0.0001103366516483	-0.8060810176610564
K19077	human_gut	0.0013637002799031	0.913769995581485
K19077	human_skin	4.235479070956715e-16	-0.2135763324759044
K19077	marine	0.0009773050084364	-0.9484391422970124
K19077	mobileOG_000000370	0.0004945963312844	0.6808400329015677
K19077	mobileOG_000003198	1.0822180602816355e-05	-0.5645844762874865
K19077	mobileOG_000005184	1.021525348706237e-06	0.5672057020768461
K19077	mobileOG_000006534	0.0004537709746253	0.7556835996173024
K19077	mobileOG_000012143	5.081232832353232e-16	-0.5839879299980518
K19077	mobileOG_000013471	0.0042023623654396	0.8816405948068737
K19077	mobileOG_000015288	5.100448497928991e-16	-0.1468823467352615
K19077	mobileOG_000020993	0.0008546917044117	-0.8626649111404907
K19077	mobileOG_000021084	3.285244778360777e-16	-0.740507519373595
K19077	mobileOG_000024458	3.919036902229053e-05	-0.7461306540533025
K19077	mobileOG_000025524	6.234213477841434e-16	-0.1181383801159988
K19077	mobileOG_000026018	0.0059766232572792	0.6183248851565201
K19077	mobileOG_000031464	0.0003800477545588	-0.464397932115516
K19077	mobileOG_000038959	4.23958114935519e-06	-0.505270063360235
K19077	mobileOG_000042284	2.47376038971072e-16	0.3579806603266578
K19077	mobileOG_000057598	4.234124191927368e-05	0.6005765050106151
K19077	mobileOG_000075044	4.132567116651956e-16	-0.1484392747949126
K19077	mobileOG_000077438	7.00134212980556e-05	-0.1114316180922388
K19077	mobileOG_000085693	0.0060078348493805	1.1742603593779093
K19077	mobileOG_000089681	8.199276461691499e-16	-0.1624446579567978
K19077	mobileOG_000093088	6.535198620431491e-16	0.0845394446404619
K19077	mobileOG_000134996	0.0212246999515475	1.3312421029594146
K19077	mobileOG_000137572	0.0005098835920738	0.8701951579838973
K19077	mobileOG_000161370	3.3473015374287036e-16	-0.4358683546805698
K19077	mobileOG_000166773	0.010393443203593	-1.2380640767859397
K19077	mobileOG_000176095	3.7953119280888614e-16	-0.1583283056225709
K19077	mobileOG_000187617	6.701699853804288e-06	0.1374299947368858
K19077	mobileOG_000188203	0.0244521891795056	1.334647198494629
K19077	mobileOG_000189051	3.863314715184851e-16	-0.1351021236346149
K19077	mobileOG_000193279	0.0001157350557346	0.0958206961010694
K19077	mobileOG_000211427	5.572653849599754e-05	-0.1651514406659545
K19077	mobileOG_000213194	0.0005942564163147	-0.051652249701596
K19077	mobileOG_000221853	0.0271334410176741	1.328537255852394
K19077	mobileOG_000261240	1.3273201469351456e-05	0.1061265338702347
K19077	mobileOG_000277133	0.0028111690836604	0.2167523286490504
K19077	mobileOG_000288240	8.026447284321645e-05	-0.550794270863213
K19077	mobileOG_000300315	0.0043257805081745	-0.5020336103255381
K19077	mobileOG_000300939	1.50594961211927e-06	-0.0881555715475234
K19077	mobileOG_000325246	7.977225223329212e-07	0.200265735061054
K19077	mobileOG_000326260	1.929812605634152e-06	-0.4373471830253224
K19077	mobileOG_000326436	1.3806180893880044e-16	-0.2271925291090533
K19077	mobileOG_000326446	0.0004729667077588	0.7866208438260854
K19077	mobileOG_000327567	0.0001107101744523	-0.5325726794803407
K19077	mobileOG_000329394	1.8722738785425667e-06	-0.2259374730650182
K19077	mobileOG_000330062	1.0400995882912194e-06	0.1866035073599175
K19077	mobileOG_000330441	0.0005009878489458	-0.9054855608927612
K19077	mobileOG_000330822	1.3113851006539624e-06	-0.2993432729166216
K19077	mobileOG_000331053	4.643873123754418e-16	-0.1374889458397444
K19077	mobileOG_000331108	0.0001446969999546	-0.7931377978467046
K19077	mobileOG_000332073	4.480753131131467e-16	-0.4552491480414886
K19077	mobileOG_000332333	0.005098502831873	-1.130669236047476
K19077	mobileOG_000333636	0.0011856983062885	-0.1812367999114996
K19077	mobileOG_000334867	0.0073983122476433	1.1825712729425255
K19077	mobileOG_000347861	8.548700438684843e-16	-0.1867786159297223
K19077	mobileOG_000348401	6.527846738373966e-05	-0.5007577279638331
K19077	mobileOG_000349924	8.155014058718562e-16	-0.2050860393813753
K19077	mobileOG_000351769	3.966564682374134e-05	-0.4679828511845803
K19077	mobileOG_000354053	2.2734832374857807e-16	-0.4539338083261588
K19077	mobileOG_000354990	0.0048146876075544	0.788399029479373
K19077	mobileOG_000355086	0.000167475790678	-0.4277168694891754
K19077	mobileOG_000362884	5.281680966681346e-05	-0.1640312474697576
K19077	mobileOG_000363469	5.244401273149649e-16	-0.0699053992436937
K19077	mobileOG_000363688	2.055430704079513e-16	0.1857430468841233
K19077	mobileOG_000365548	6.401461965176669e-16	-0.1007560969757624
K19077	mobileOG_000367792	6.038732627921155e-16	-0.2258848164442497
K19077	mobileOG_000368530	3.310223745173397e-16	-0.186004566454036
K19077	mobileOG_000374576	2.264863978302646e-05	0.4062383652582693
K19077	mobileOG_000375139	1.2429708169280364e-05	-0.1745073937063256
K19077	mobileOG_000384384	0.010257282853043	1.2121550225585362
K19077	mobileOG_000778060	4.830307343435524e-16	-0.4505043116073743
K19077	mobileOG_000798999	0.0017843489387213	0.5953857566985197
K19077	mobileOG_000801665	5.673137617008073e-05	-0.5442617448649365
K19077	mobileOG_000802159	3.3625148982260966e-16	-0.0981565129489579
K19077	money	3.852725957119994e-16	-0.1266475814632333
K19077	plant	4.385493847515411e-06	-0.6400846852851716
K19077	rice_paddy	2.684181599552533e-05	-0.5777573885733513
K19077	root	6.374234847893784e-16	-0.114789237909667
K19077	salt_marsh	6.372146258387948e-16	-0.377832632162524
K19077	viral	4.467878065740481e-16	-0.3177067036083315
K19077	wastewater	0.0015372723965633	0.5664526854525483
